UniqueID,FullName,TwitterHandle,JoinedOn,YearJoined,CreatedAfterSession,YrAfterTwitter
CoJ-CT02,"Courtney, Joe",RepJoeCourtney,2009-10-01,2009,,
MoJ-NY25,"Morelle, Joseph D.",RepJoeMorelle,2018-11-01,2018,,
NeJ-CO02,"Neguse, Joe",RepJoeNeguse,2018-12-01,2018,,
WiJ-SC02,"Wilson, Joe",RepJoeWilson,2011-02-01,2011,,
BoJ-OH16,"Boccieri, John A.",RepJohnBoccieri,2016-02-01,2016,,
CoJ-MI13,"Conyers, John, Jr.",RepJohnConyers,2010-04-01,2010,,
CuJ-UT03,"Curtis, John R.",RepJohnCurtis,2017-11-01,2017,,
DuJ-TN02,"Duncan, John J., Jr.",RepJohnDuncanJr,2013-09-01,2013,,
FaJ-NY19,"Faso, John J.",RepJohnFaso,2017-01-01,2017,,
JoJ-PA13,"Joyce, John",RepJohnJoyce,2019-01-01,2019,,
KaJ-NY24,"Katko, John",RepJohnKatko,2015-01-01,2015,,
KlJ-MN02,"Kline, John",repjohnkline,2009-09-01,2009,,
LaJ-CT01,"Larson, John B.",RepJohnLarson,2009-06-01,2009,,
LeJ-GA05,"Lewis, John",repjohnlewis,2009-04-01,2009,,
RoJ-TN06,"Rose, John W.",RepJohnRose,2019-01-01,2019,,
ShJ-AZ03,"Shadegg, John B.",RepJohnShadegg,2009-09-01,2009,,
RuJ-NJ03,"Runyan, Jon",RepJonRunyan,2011-06-01,2011,,
SeJ-NY15,"Serrano, Jose E.",RepJoseSerrano,2009-04-01,2009,,
GoJ-NJ05,"Gottheimer, Josh",RepJoshG,2016-12-01,2016,,
HaJ-CA09,"Harder, Josh",RepJoshHarder,2019-01-01,2019,,
VaJ-CA52,"Vargas, Juan",RepJuanVargas,2013-03-01,2013,,
ChJ-CA28,"Chu, Judy",RepJudyChu,2010-09-01,2010,,
LeJ-LA05,"Letlow, Julia",repjulialetlow,2021-04-01,2021,,
KaK-HI02,"Kahele, Kaiali'i",RepKahele,2021-01-01,2021,,
KaS-CA37,"Kamlager-Dove, Sydney",RepKamlagerDove,2023-01-01,2023,,
BaK-CA37,"Bass, Karen",RepKarenBass,2011-01-01,2011,,
CaK-FL03,"Cammack, Kat",RepKatCammack,2020-01-01,2020,,
HoK-NY26,"Hochul, Kathleen C.",RepKathyHochul,2011-06-01,2011,,
HiK-CA25,"Hill, Katie",RepKatieHill,2018-11-01,2018,,
PoK-CA47,"Porter, Katie",RepKatiePorter,2019-01-01,2019,,
GrK-TX12,"Granger, Kay",RepKayGranger,2010-07-01,2010,,
ClK-MA05,"Clark, Katherine M.",RepKClark,2014-01-01,2014,,
SeK-TX03,"Self, Keith",RepKeithSelf,2023-01-01,2023,,
BuK-CO04,"Buck, Ken",RepKenBuck,2014-11-01,2014,,
MaK-TX24,"Marchant, Kenny",RepKenMarchant,2009-03-01,2009,,
HeK-OK01,"Hern, Kevin",repkevinhern,2018-11-01,2018,,
KiR-NV04,"Kihuen, Ruben J.",RepKihuen,2017-01-01,2017,,
KiK-CA03,"Kiley, Kevin",RepKiley,2023-01-01,2023,,
ScK-WA08,"Schrier, Kim",RepKimSchrier,2019-01-01,2019,,
KiA-IL16,"Kinzinger, Adam",RepKinzinger,2010-11-01,2010,,
KiA-AZ02,"Kirkpatrick, Ann",RepKirkpatrick,2019-01-01,2019,,
MfK-MD07,"Mfume, Kweisi",RepKweisiMfume,2020-06-01,2020,,
LaD-IL16,"LaHood, Darin",RepLaHood,2015-09-01,2015,,
LaN-NY01,"LaLota, Nick",RepLaLota,2022-11-01,2022,,
LaD-CA01,"LaMalfa, Doug",RepLaMalfa,2013-01-01,2013,,
LaL-NJ07,"Lance, Leonard",RepLanceNJ7,2012-06-01,2012,,
BuL-IN08,"Bucshon, Larry",RepLarryBucshon,2011-01-01,2011,,
LaJ-KS02,"LaTurner, Jake",RepLaTurner,2021-01-01,2021,,
LeL-FL15,"Lee, Laurel M.",RepLaurelLee,2022-12-01,2022,,
BlL-DE00,"Blunt Rochester, Lisa",RepLBR,2017-01-01,2017,,
ChL-OR05,"Chavez-DeRemer, Lori",RepLCD,2022-10-01,2022,,
SaL-CA38,"Sanchez, Linda T.",replindasanchez,2011-06-01,2011,,
LiD-IL03,"Lipinski, Daniel",RepLipinski,2012-12-01,2012,,
McL-MI09,"McClain, Lisa C.",RepLisaMcClain,2020-12-01,2020,,
DoL-TX37,"Doggett, Lloyd",RepLloydDoggett,2010-06-01,2010,,
CaL-CA24,"Capps, Lois",RepLoisCapps,2011-05-01,2011,,
FrL-FL22,"Frankel, Lois",RepLoisFrankel,2013-01-01,2013,,
TrL-MA03,"Trahan, Lori",RepLoriTrahan,2018-12-01,2018,,
BaL-PA11,"Barletta, Lou",RepLouBarletta,2011-01-01,2011,,
CoJ-CA46,"Correa, J. Luis",RepLouCorrea,2017-01-01,2017,,
LoB-GA11,"Loudermilk, Barry",RepLoudermilk,2014-12-01,2014,,
LoA-CA47,"Lowenthal, Alan S.",RepLowenthal,2013-01-01,2013,,
McL-GA07,"McBath, Lucy",RepLucyMcBath,2019-01-01,2019,,
LuA-FL13,"Luna, Anna Paulina",RepLuna,2023-01-01,2023,,
LuM-TX08,"Luttrell, Morgan",RepLuttrell_TX8,2021-06-01,2021,,
MaN-NY11,"Malliotakis, Nicole",RepMalliotakis,2020-12-01,2020,,
MaC-NY12,"Maloney, Carolyn B.",RepMaloney,2011-02-01,2011,,
MaT-KS01,"Mann, Tracey",RepMann,2021-01-01,2021,,
FuM-OH11,"Fudge, Marcia L.",RepMarciaFudge,2010-06-01,2010,,
KaM-OH09,"Kaptur, Marcy",RepMarcyKaptur,2012-05-01,2012,,
SaM-FL27,"Salazar, Maria Elvira",RepMariaSalazar,2020-11-01,2020,,
NeM-IL03,"Newman, Marie",RepMarieNewman,2020-12-01,2020,,
AlM-MO04,"Alford, Mark",RepMarkAlford,2023-01-01,2023,,
GrM-WI08,"Green, Mark",RepMarkGreen,2019-01-01,2019,,
GrM-TN07,"Green, Mark E.",RepMarkGreen,2019-01-01,2019,,
PoM-WI02,"Pocan, Mark",repmarkpocan,2013-02-01,2013,,
TaM-HI01,"Takai, Mark",RepMarkTakai,2015-01-01,2015,,
TaM-CA39,"Takano, Mark",RepMarkTakano,2012-12-01,2012,,
WaM-NC06,"Walker, Mark",RepMarkWalker,2015-01-01,2015,,
MiM-IL15,"Miller, Mary E.",RepMaryMiller,2020-12-01,2020,,
GaM-FL01,"Gaetz, Matt",RepMattGaetz,2017-01-01,2017,,
WaM-CA43,"Waters, Maxine",RepMaxineWaters,2009-04-01,2009,,
RoM-NY11,"Rose, Max",RepMaxRose,2018-12-01,2018,,
FrM-FL10,"Frost, Maxwell",RepMaxwellFrost,2022-12-01,2022,,
McC-NY04,"McCarthy, Carolyn",RepMcCarthyNY,2010-06-01,2010,,
McM-TX10,"McCaul, Michael T.",RepMcCaul,2009-03-01,2009,,
McT-CA05,"McClintock, Tom",RepMcClintock,2009-06-01,2009,,
McR-GA06,"McCormick, Richard",RepMcCormick,2023-01-01,2023,,
McA-VA04,"McEachin, A. Donald",RepMcEachin,2017-01-01,2017,,
McM-KY03,"McGarvey, Morgan",RepMcGarvey,2023-01-01,2023,,
McJ-MA02,"McGovern, James P.",RepMcGovern,2011-01-01,2011,,
McD-WV01,"McKinley, David B.",RepMcKinley,2011-01-01,2011,,
NeG-CA35,"Negrete McLeod, Gloria",RepMcLeod,2012-12-01,2012,,
McJ-CA09,"McNerney, Jerry",RepMcNerney,2011-10-01,2011,,
MeP-MI03,"Meijer, Peter",RepMeijer,2020-12-01,2020,,
MeR-NJ08,"Menendez, Robert",RepMenendez,2022-12-01,2022,,
MeR-NJ13,"Menendez, Robert",RepMenendez,2022-12-01,2022,,
MeD-PA09,"Meuser, Daniel",RepMeuser,2019-01-01,2019,,
PeM-WA03,"Perez, Marie Gluesenkamp",RepMGP,2022-10-01,2022,,
GrH-VA09,"Griffith, H. Morgan",RepMGriffith,2011-01-01,2011,,
ScM-PA05,"Scanlon, Mary Gay",RepMGS,2018-11-01,2018,,
GuM-MS03,"Guest, Michael",RepMichaelGuest,2019-01-01,2019,,
CaM-OH15,"Carey, Mike",RepMikeCarey,2021-11-01,2021,,
CoM-GA10,"Collins, Mike",RepMikeCollins,2022-12-01,2022,,
GaM-CA27,"Garcia, Mike",RepMikeGarcia,2020-05-01,2020,,
HoM-CA17,"Honda, Michael M.",RepMikeHonda,2008-10-01,2008,,
JoM-LA04,"Johnson, Mike",RepMikeJohnson,2017-02-01,2017,,
LaM-NY17,"Lawler, Michael",RepMikeLawler,2022-11-01,2022,,
LeM-CA49,"Levin, Mike",RepMikeLevin,2018-12-01,2018,,
McM-NY13,"McMahon, Michael E.",RepMikeMcMahon,2009-06-01,2009,,
QuM-IL05,"Quigley, Mike",RepMikeQuigley,2009-07-01,2009,,
RoM-MI08,"Rogers, Mike J.",RepMikeRogers,2010-06-01,2010,,
RoM-AL03,"Rogers, Mike D.",repmikerogersal,2009-04-01,2009,,
TuM-OH10,"Turner, Michael R.",RepMikeTurner,2009-06-01,2009,,
MiC-FL07,"Mills, Cory",RepMillsPress,2023-01-01,2023,,
MiM-IA01,"Miller-Meeks, Mariannette",RepMMM,2021-01-01,2021,,
BrM-AL05,"Brooks, Mo",RepMoBrooks,2011-01-01,2011,,
MoM-NY19,"Molinaro, Marcus J.",RepMolinaroNY19,2022-12-01,2022,,
DeM-TX15,"De La Cruz, Monica",RepMonicaDLC,2022-11-01,2022,,
MoJ-MI02,"Moolenaar, John R.",RepMoolenaar,2014-07-01,2014,,
MoJ-FL23,"Moskowitz, Jared",RepMoskowitz,2023-01-01,2023,,
MrF-IN01,"Mrvan, Frank J.",RepMrvan,2021-01-01,2021,,
GrM-GA14,"Greene, Marjorie Taylor",RepMTG,2020-12-01,2020,,
MaN-SC01,"Mace, Nancy",RepNancyMace,2020-12-01,2020,,
MoN-TX01,"Moran, Nathaniel",RepNateMoran,2022-12-01,2022,,
NeD-WA04,"Newhouse, Dan",RepNewhouse,2014-12-01,2014,,
RaN-WV03,"Rahall, Nick J., II",RepNickRahall,2014-02-01,2014,,
WiN-GA05,"Williams, Nikema",RepNikema,2021-01-01,2021,,
BuN-IL13,"Budzinski, Nikki",RepNikkiB,2022-12-01,2022,,
OgA-TN05,"Ogles, Andrew",RepOgles,2022-12-01,2022,,
O'T-AZ01,"O'Halleran, Tom",RepOHalleran,2016-12-01,2016,,
FaP-TX04,"Fallon, Pat",RepPatFallon,2020-12-01,2020,,
RyP-NY18,"Ryan, Patrick",RepPatRyanNY,2022-09-01,2022,,
MiP-MI10,"Mitchell, Paul",RepPaulMitchell,2016-12-01,2016,,
ToP-NY20,"Tonko, Paul",RepPaulTonko,2009-10-01,2009,,
PeE-CO07,"Perlmutter, Ed",RepPerlmutter,2009-02-01,2009,,
AgP-CA33,"Aguilar, Pete",RepPeteAguilar,2015-02-01,2015,,
KiP-NY02,"King, Peter T.",RepPeteKing,2008-12-01,2008,,
OlP-TX22,"Olson, Pete",RepPeteOlson,2009-02-01,2009,,
DeP-OR04,"DeFazio, Peter A.",RepPeterDeFazio,2011-02-01,2011,,
StP-MN08,"Stauber, Pete",RepPeteStauber,2018-12-01,2018,,
PeB-CO07,"Pettersen, Brittany",RepPettersen,2023-01-01,2023,,
PfA-TX11,"Pfluger, August",RepPfluger,2020-12-01,2020,,
PiR-NC09,"Pittenger, Robert",RepPittenger,2012-11-01,2012,,
PrA-MA07,"Pressley, Ayanna",RepPressley,2019-01-01,2019,,
RaG-CA19,"Radanovich, George",RepRadanovich,2009-02-01,2009,,
NoR-SC05,"Norman, Ralph",RepRalphNorman,2017-06-01,2017,,
TlR-MI12,"Tlaib, Rashida",RepRashida,2018-12-01,2018,,
RaJ-MD08,"Raskin, Jamie",RepRaskin,2016-12-01,2016,,
GrR-AZ07,"Grijalva, Raúl M.",RepRaulGrijalva,2009-04-01,2009,,
RuR-CA25,"Ruiz, Raul",RepRaulRuizMD,2013-01-01,2013,,
ElR-NC02,"Ellmers, Renee L.",RepReneeEllmers,2010-11-01,2010,,
RiR-WI08,"Ribble, Reid J.",RepRibble,2011-01-01,2011,,
HaR-NY22,"Hanna, Richard L.",RepRichardHanna,2011-01-01,2011,,
NeR-MA01,"Neal, Richard E.",RepRichardNeal,2011-12-01,2011,,
HuR-NC09,"Hudson, Richard",RepRichHudson,2012-11-01,2012,,
RiC-LA02,"Richmond, Cedric L.",RepRichmond,2011-03-01,2011,,
NuR-FL11,"Nugent, Richard B.",RepRichNugent,2011-01-01,2011,,
AlR-GA12,"Allen, Rick W.",RepRickAllen,2015-01-01,2015,,
CrE-AR01,"Crawford, Eric A. ""Rick""",reprickcrawford,2011-01-01,2011,,
LaR-WA02,"Larsen, Rick",RepRickLarsen,2011-11-01,2011,,
RiD-VA05,"Riggleman, Denver",RepRiggleman,2019-01-01,2019,,
ToR-NY15,"Torres, Ritchie",RepRitchie,2020-06-01,2020,,
RiD-FL25,"Rivera, David",RepRivera,2011-01-01,2011,,
GaR-CA42,"Garcia, Robert",RepRobertGarcia,2022-12-01,2022,,
HuR-VA05,"Hurt, Robert",RepRobertHurt,2011-01-01,2011,,
KeR-IL02,"Kelly, Robin L.",RepRobinKelly,2013-04-01,2013,,
WoR-GA07,"Woodall, Rob",RepRobWoodall,2014-03-01,2014,,
BlR-IA01,"Blum, Rod",RepRodBlum,2015-01-01,2015,,
KhR-CA17,"Khanna, Ro",RepRoKhanna,2017-01-01,2017,,
BaR-AZ02,"Barber, Ron",RepRonBarber,2012-06-01,2012,,
EsR-KS04,"Estes, Ron",RepRonEstes,2017-04-01,2017,,
KiR-WI03,"Kind, Ron",RepRonKind,2010-02-01,2010,,
KlR-FL22,"Klein, Ron",RepRonKlein,2010-06-01,2010,,
JaR-TX13,"Jackson, Ronny",RepRonnyJackson,2020-12-01,2020,,
WrR-TX06,"Wright, Ron",RepRonWright,2019-01-01,2019,,
RoF-FL19,"Rooney, Francis",RepRooney,2017-01-01,2017,,
RoM-MT02,"Rosendale Sr., Matthew M.",RepRosendale,2020-12-01,2020,,
SpR-FL15,"Spano, Ross",RepRossSpano,2019-01-01,2019,,
RoL-CA40,"Roybal-Allard, Lucille",RepRoybalAllard,2012-01-01,2012,,
GaR-AZ03,"Gallego, Ruben",RepRubenGallego,2015-01-01,2015,,
YaR-IN02,"Yakym, Rudy",RepRudyYakym,2022-12-01,2022,,
FrR-SC07,"Fry, Russell",RepRussellFry,2022-12-01,2022,,
FuR-ID01,"Fulcher, Russ",RepRussFulcher,2018-12-01,2018,,
RuJ-FL05,"Rutherford, John H.",RepRutherfordFL,2017-02-01,2017,,
WiR-TX25,"Williams, Roger",RepRWilliams,2013-01-01,2013,,
ZiR-MT01,"Zinke, Ryan K.",RepRyanZinke,2014-12-01,2014,,
SaA-OR06,"Salinas, Andrea",RepSalinas,2023-01-01,2023,,
GrS-MO06,"Graves, Sam",RepSamGraves,2009-04-01,2009,,
AdS-FL24,"Adams, Sandy",RepSandyAdams,2010-11-01,2010,,
LeS-MI09,"Levin, Sander M.",repsandylevin,2009-03-01,2009,,
SaG-NY03,"Santos, George",RepSantosNY03,2023-01-01,2023,,
JaS-CA51,"Jacobs, Sara",RepSaraJacobs,2021-01-01,2021,,
SaJ-MD03,"Sarbanes, John P.",RepSarbanes,2011-08-01,2011,,
ScJ-IL09,"Schakowsky, Janice D.",RepSchakowsky,2009-10-01,2009,,
ScB-IL10,"Schneider, Bradley Scott",RepSchneider,2013-01-01,2013,,
ScH-MI03,"Scholten, Hillary J.",RepScholten,2023-01-01,2023,,
ScK-OR05,"Schrader, Kurt",RepSchrader,2009-02-01,2009,,
PeS-PA10,"Perry, Scott",RepScottPerry,2009-01-01,2009,,
PeS-CA50,"Peters, Scott H.",RepScottPeters,2013-01-01,2013,,
RiE-VA02,"Rigell, E. Scott",RepScottRigell,2010-12-01,2010,,
MaS-NY18,"Maloney, Sean Patrick",RepSeanMaloney,2013-01-01,2013,,
ShC-NH01,"Shea-Porter, Carol",RepSheaPorter,2010-03-01,2010,,
ShM-NJ11,"Sherrill, Mikie",RepSherrill,2019-01-01,2019,,
ShJ-IL15,"Shimkus, John",RepShimkus,2008-07-01,2008,,
BrS-OH11,"Brown, Shontel M.",RepShontelBrown,2021-11-01,2021,,
ThS-MI13,"Thanedar, Shri",RepShriThanedar,2023-01-01,2023,,
SlE-MI07,"Slotkin, Elissa",RepSlotkin,2018-12-01,2018,,
SmL-PA11,"Smucker, Lloyd",RepSmucker,2009-05-01,2009,,
SpA-VA07,"Spanberger, Abigail Davis",RepSpanberger,2018-12-01,2018,,
SpV-IN05,"Spartz, Victoria",RepSpartz,2020-12-01,2020,,
SpJ-CA14,"Speier, Jackie",RepSpeier,2009-03-01,2009,,
StM-CA45,"Steel, Michelle",RepSteel,2020-12-01,2020,,
StE-NY21,"Stefanik, Elise M.",RepStefanik,2015-01-01,2015,,
LyS-MA08,"Lynch, Stephen F.",RepStephenLynch,2011-06-01,2011,,
MuS-FL07,"Murphy, Stephanie N.",RepStephMurphy,2016-11-01,2016,,
ChS-OH01,"Chabot, Steve",RepSteveChabot,2011-01-01,2011,,
IsS-NY03,"Israel, Steve",RepSteveIsrael,2009-02-01,2009,,
StS-OH15,"Stivers, Steve",RepSteveStivers,2010-11-01,2010,,
StM-WA10,"Strickland, Marilyn",RepStricklandWA,2020-12-01,2020,,
StM-IN03,"Stutzman, Marlin A.",RepStutzman,2010-11-01,2010,,
LeS-PA12,"Lee, Summer L.",RepSummerLee,2018-05-01,2018,,
WiS-PA07,"Wild, Susan",RepSusanWild,2018-12-01,2018,,
LeS-NV03,"Lee, Susie",RepSusieLee,2018-12-01,2018,,
SwE-CA14,"Swalwell, Eric",RepSwalwell,2012-11-01,2012,,
GaS-TX29,"Garcia, Sylvia R.",RepSylviaGarcia,2019-01-01,2019,,
DeT-FL22,"Deutch, Theodore E.",RepTedDeutch,2010-04-10,2010,,
LiT-CA36,"Lieu, Ted",RepTedLieu,2015-02-01,2015,,
YoT-FL03,"Yoho, Ted S.",RepTedYoho,2013-01-01,2013,,
TeC-NY24,"Tenney, Claudia",RepTenney,2016-11-01,2016,,
LeT-NM03,"Leger Fernandez, Teresa",RepTeresaLF,2021-01-01,2021,,
SeT-AL07,"Sewell, Terri A.",RepTerriSewell,2011-09-01,2011,,
MaT-KY04,"Massie, Thomas",RepThomasMassie,2012-11-01,2012,,
ThM-CA04,"Thompson, Mike",RepThompson,2011-05-01,2011,,
TiJ-MA06,"Tierney, John F.",RepTierney,2011-10-01,2011,,
TiT-WI07,"Tiffany, Thomas P.",RepTiffany,2020-06-01,2020,,
BuT-TN02,"Burchett, Tim",RepTimBurchett,2018-08-01,2018,,
JoT-IL15,"Johnson, Timothy V.",RepTimJohnson,2011-02-01,2011,,
TiW-SC04,"Timmons, William R. IV",RepTimmons,2018-12-01,2018,,
RyT-OH13,"Ryan, Tim",RepTimRyan,2008-02-01,2008,,
WaT-MN01,"Walz, Timothy J.",RepTimWalz,2013-03-01,2013,,
TiS-CO03,"Tipton, Scott R.",RepTipton,2011-01-01,2011,,
CoT-CA21,"Cox, TJ",RepTjCox,2019-01-01,2019,,
AkW-MO02,"Akin, W. Todd",REPTODDAKlN,2012-08-01,2012,,
GaT-VA05,"Garrett, Thomas A., Jr.",RepTomGarrett,2017-01-01,2017,,
GrT-GA14,"Graves, Tom",RepTomGraves,2010-09-01,2010,,
MaT-NJ03,"MacArthur, Thomas",RepTomMacArthur,2015-01-01,2015,,
PrT-GA06,"Price, Tom",RepTomPrice,2007-06-01,2007,,
GoT-TX23,"Gonzales, Tony",RepTonyGonzales,2020-12-01,2020,,
ToX-NM02,"Torres Small, Xochitl",RepTorresSmall,2019-01-01,2019,,
KeT-MS01,"Kelly, Trent",RepTrentKelly,2015-06-01,2015,,
HoT-IN09,"Hollingsworth, Trey",RepTrey,2016-12-01,2016,,
CaT-LA02,"Carter, Troy",RepTroyCarter,2021-01-01,2021,,
NeT-TX22,"Nehls, Troy E.",RepTroyNehls,2021-01-01,2021,,
UnL-IL14,"Underwood, Lauren",RepUnderwood,2019-01-01,2019,,
DeV-FL10,"Demings, Val Butler",RepValDemings,2016-11-01,2016,,
HoV-OR04,"Hoyle, Val T.",RepValHoyle,2023-01-01,2023,,
VaD-WI03,"Van Orden, Derrick",RepVanOrden,2022-12-01,2022,,
TaV-TX03,"Taylor, Van",RepVanTaylor,2018-12-01,2018,,
VeM-TX33,"Veasey, Marc A.",RepVeasey,2013-01-01,2013,,
ViP-IN01,"Visclosky, Peter J.",RepVisclosky,2010-09-01,2010,,
WaT-MI05,"Walberg, Tim",RepWalberg,2011-01-01,2011,,
WaJ-IN02,"Walorski, Jackie",RepWalorski,2013-01-01,2013,,
JoW-NC03,"Jones, Walter B., Jr.",RepWalterJones,2009-03-01,2009,,
WaM-FL06,"Waltz, Michael",RepWaltzPress,2019-01-01,2019,,
WaH-CA33,"Waxman, Henry A.",RepWaxman,2012-08-01,2012,,
WeD-FL11,"Webster, Daniel",RepWebster,2011-04-01,2011,,
